content,name
之前连追四集，站的官配cp一点对手戏没有不说，凌王还一直撩朵霞，难过得不敢看最近两集更新。今天下午鼓起勇气看了，哭了两下，心里还堵，去听了,醉玲珑
的【我不难过】和,醉玲珑
】【街灯晚餐】，痛快地哭了十多分钟，好受一点。觉得卫兰【天敌】真的挺应景——“你赠我这种质素对手，侮辱我当初与你邂逅”。,醉玲珑
我从未对一部电视剧如此难过揪心，如果女主角不是诗诗，我也断不会如此投入感情。就连之前,醉玲珑
结局，悲伤得澄澈痛快也不似如今凌王不专带来的失望揪心，窝心地难受却又欲哭无泪般难以宣泄（预告中凌王撩朵霞还和卿尘不痛不痒地和睦真像插心窝的软刀子，让人再难受也没理由大哭宣泄）。我很担心自己当初只因诗诗才掉的坑追的剧意外中的毒以及近三个月的苦等会否迎来一个别扭的潦草收尾。我知道一切都已拍摄完毕，自己多纠结无用。也担心此篇言辞是否过激，误导客观看剧的观众或动摇官配阵营的军心。因从第一时空一路追至此，也曾感动于凌尘共患难的种种，感动于九仪台上携手、跪礼、生死与共，时空定格前元凌往卿尘身前的一挡与卿尘在他身后开启玲珑阵时眼中泪光。所以在第二时空虽敬白湛对卿尘的深情与成全，也并不愿卿尘忘掉与凌王大婚之前共度的风雨共立的誓言而与曾为黑湛的九仪台上逼得卿尘开阵的湛王执手。因此我情绪就更似飘渺孤鸿无所依托了。,醉玲珑
按理男一发展成这样，丢给女二得了，卿尘真的应该不屑要了。但若她真与凌王决裂，我会否更伤心？纠结至此，理性分析起来这真的没什么意义——不过是虚构，演员的生活、观众的生活，都要沿旧轨继续，人们依旧只应为现实中的事情费心劳形。想来也是近来太清闲，竟有心思为一电视剧揪心不已。顿觉荒唐。,醉玲珑
行文至此我心结打开不少。看客只管当我胡言乱语，不要计较。,醉玲珑
之前还认真看完全书，随凌王征战的本应是卿尘，担心凌王受困，孤身外出谈判的也应是卿尘，怎么都换成朵霞了？真的好费解，难道就为了添个女二走一下套路流程吗【笑,醉玲珑
这剧从凌王和朵霞结婚开始就崩了  后面沅陵和朵霞一直隐隐暧昧  而且副线边境战争那里 一点都不大气 打都开打就夺城  我都跳着看的 明明是木格沙和公主的私事,醉玲珑
醉玲珑第五十集剧情也太牵强了吧！桃殀可以等回到离境天之后再渡灵力给卿尘为她疗伤 如果桃殀没有元气大伤应该对付得了元冥那伙人 导演分明就是故意让桃殀早早领盒饭！不是说昔邪灵力恢复了吗？昔邪使出一招就成了强行解开禁制？！因而元气大伤 差点被莲妃乘虚而入 我就纳闷了莫不平怎么就突然变得这么厉害？！随手一挥就让莲妃没有还击之力 竟然如此怎么不直接了结莲妃的性命？！这逻辑我也是无语了！剧情这么牵强敷衍 ！,醉玲珑
感觉巫族好弱！而且巫族也没多少弟子 巫族这么弱谈什么守护天下呀！皇帝皇子们随便向巫族动动兵就招架不住了！巫族的普通弟子居然敌不过普通士兵 拍剧时长点心呀！好假,醉玲珑
这剧从凌王和朵霞结婚开始就崩了 后面沅陵和朵霞一直隐隐暧昧 而且副线边境战争那里 一点都不大气 打都开打就夺城 我都跳着看的 明明是木格沙和公主的私事,醉玲珑
后面几集看着让人生气，瞬间觉得倾城跟湛王在一起也挺好的，至少湛王一心一意爱倾城,醉玲珑
同感，同感，楼主。上周追剧追的好心酸,醉玲珑
高三狗刚放学回家，，刷理综等十二点网络版更新，今天凌尘要相见了吧，还是希望有小甜饼,醉玲珑
md真是执念，明知道看了要伤心还看，明知道官配站了要伤心还站,醉玲珑
看了这几集，我已经确认我看了假小说,醉玲珑
书粉，一直在追剧，最近的几集挺失望的，凌王这个角色演员在处理的时候没有处理好，导致对女主女配的感觉一样，没有分别，所以会让人感觉跟女配有暧昧，看着感觉特别不爽,醉玲珑
多情的男人真恶心,醉玲珑
我快要坚持不下去了，,醉玲珑
官配党果真还是只适合站原著,醉玲珑
电视剧辜负我为了看它早上五点起来再补英语作业,醉玲珑
看了后面，***更想站爱凤七了,醉玲珑
刚刚看到了一段54集的预告,醉玲珑
凌王赶去救朵霞的时候，偶遇了也去救朵霞的卿尘，卿尘告诉他，朵霞和木克沙同归于尽了，凌王急着要冲进火场去救朵霞，卿尘拦住他说已经晚了后，他就扔下卿尘独自走开了！,醉玲珑
本人喜欢看武侠剧，作为狮子粉楚乔传我也看了，醉玲珑也很喜欢看，不过更喜欢醉玲珑这样脑洞大开的剧情，猜不透。。。诗诗和赵是两个不同风格女演员，她们演出的感觉也不一样，我都喜欢，对于那些黑玩赵又黑诗诗的人，我只想表示无视，让他们自娱自乐去吧~发个帖表示对醉玲珑的支持！！！我也希望我们每一位狮子们要拿出狮子的大气、,醉玲珑
、宽容大度，不要见到别家粉丝就去怼，也不要去黑别人，要做到,醉玲珑
我不犯人，像诗诗一样做最好的自己，开心幸福就好了。,醉玲珑
没看过小说，真的很喜欢电视剧啊，就是太慢了好着急，追剧是一种煎熬,醉玲珑
小说还不如电视剧精彩呢,醉玲珑
就冲这特效。。剧情不拖。。不回放。瞎剪辑。我也支持,醉玲珑
前三集看得我各种懵这剧情发展得神奇，正打算弃了发现后面越来越好看，也看了下原著个人认为比原著好看。。。。,醉玲珑
原著跟电视剧感觉没多大关系,醉玲珑
要讨论电视剧去剧吧,醉玲珑
五集之后感觉很好看,醉玲珑
看完电视剧我想去看小说，因为身边朋友说小说比电视剧好看，但是结果我看了已小部分觉得，小说讲的啥啊，还没电视剧好看,醉玲珑
电视剧编剧改的太硬，很多关键地方逻辑有些问题的,醉玲珑
哈哈哈，终于找到一处可以在线看,醉玲珑
今天已经追到了最新一集。。。发现这部戏有神奇的地方是，看到后面了，然后就想跳回前面重新看一遍。。。我的智商有些堪忧。。。有没有跟我同感的，又二刷了一遍前几集。。。。我觉得这部戏应该逆时针演，应该先讲第二时空，再讲第一时空。。。,醉玲珑
"電視劇不拖戲,看小說要有想像力,但都很好看!",醉玲珑
看书吧，电视剧改些鬼👻,醉玲珑
看书吧，电视剧改些鬼👻,醉玲珑
太常寺内，冥魇床前，卿尘为冥魇疗伤，正值忧伤之际。元漓匆匆赶来，甚至不曾抬眼看过卿尘，眉头紧皱，眼中便只有一人。见到每日与自己逗乐打趣的冥魇，如今却身受重伤昏迷不醒，元漓不由得一阵心痛。,醉玲珑
“走走走，让开！“元漓急火攻心，不顾所有。,醉玲珑
“殿下，冥魇受了伤，卿尘正在为其疗伤。“莫不平不明所以，为其解释。,醉玲珑
“快给本王让开。“元漓眼神棱厉，怒上心头。,醉玲珑
“莫长老。”卿尘自然知晓元漓为何如此，收了手中的术法，即拦下了莫不平，离开床前。,醉玲珑
“是。”莫不平不解，却仍旧让了路。,醉玲珑
元漓来到床前，坐于床沿，出手将自己体内的灵力注入冥魇体内，不惜自伤亦想以助她尽快恢复。,醉玲珑
“不要，你这样会受反噬的。“卿尘想要栏他，心知他是玲珑使，绝不可有事。,醉玲珑
“……”元漓终究收了手，回过头即吐了口血。,醉玲珑
“殿下，你……“卿尘见他吐血，不禁担心不已。,醉玲珑
“她已没事了。“元漓收回术法随即起了身，没有再去看冥魇一眼，顺手嘴角的血迹抹去。,醉玲珑
这时，元漓突然想起那一日，冥魇也曾这样为他拭去嘴角的血迹，忍不住在心头闪过一丝甜密。,醉玲珑
“下官告退。”莫不平知冥魇无事，见二人还有话说，便转身离开。,醉玲珑
“莫长老已回去了，殿下还不打算走吗？”卿尘见他如此，知他舍不下冥魇，便起了闹他之心。,醉玲珑
“那你呢，郡主为何不走？”元漓自然知道她的用意，只是他想留在这儿，她如今这般，他只想陪着她，哪怕她不会知道，哪怕多一刻也好。,醉玲珑
“冥魇此番是为我受伤，我守着她自是当然，不知殿下又以为如何？”卿尘有些戏谑的说出自己原本的打算，又想知道元漓的真实心意。,醉玲珑
“你，本王不想与你说话，总之，你赶紧回去，这儿我守着。”元漓有些无奈，仍不想离开，拐扭却又绝然的让卿尘离去，表明要亲自为冥魇守卫。,醉玲珑
“你？难道知道她？”卿尘灵光一闪，突然想到冥魇女子的身份。,醉玲珑
“我倒宁可不知道。”元漓没有否认，是的，他知道了。,醉玲珑
“你，何时知道冥魇是女子的？“卿尘见他如此，便心中明了了一切。,醉玲珑
“重要吗？“元漓没有直接回答，有些事情，他真的宁可不知，亦不懂。,醉玲珑
何时知道的？其实没有多久，就是那一天，他闯进她房内，发现她竟然在洗澡！！！,醉玲珑
“你-喜欢-她。“卿尘肯定了他的心意，随之宣告，想一探他想要如何？,醉玲珑
“你应当知道，你和我，迟早要离开这时空，喜欢与否？重要吗？“元漓被说中了心思，有些不知如何是好，只好说出现实，言语尽是无可奈何。,醉玲珑
“……“卿尘一时不知如何答他，毕竟这也是她的忧愁。,醉玲珑
“你回去吧！今夜，让我陪着她！”元漓似有深思，没有再多说，便进了屋内，如言去陪着她。,醉玲珑
毕竟，他不知道，还可以陪着她多久？这一夜，弥足珍贵。,醉玲珑
一夜梦长，情深不寿，元漓坐于床沿，望着床上的冥魇，想着这些日子与她发生的一切。,醉玲珑
纤舞死的时候小九应该还不会那些 也木有那样邪恶,醉玲珑
【醉玲珑】我是小说原著粉…,醉玲珑
【醉玲珑】看了今晚的内容，感觉我看了一本假书,醉玲珑
【醉玲珑】如果剧中改成夜天澈没死，你们还会看吗,醉玲珑
〖醉玲珑〗【图片】发现一个凤纤舞的人选~,醉玲珑
【醉玲珑】十一皇子夜天澈喜欢过凤卿尘吗？,醉玲珑
【醉玲珑】外交贴 醉玲珑手游吧,醉玲珑
【醉玲珑】求问,醉玲珑
【醉玲珑】醉玲珑要播了,醉玲珑
【醉玲珑】第一时空湛王喜欢卿尘么？,醉玲珑
【醉玲珑】谁有有关夜天湛的同人,醉玲珑
【醉玲珑】出正版醉玲珑，五周年典藏版，走闲鱼,醉玲珑
【醉玲珑】小说结局我没看明白,醉玲珑
【醉玲珑】好想看卿尘和湛王的文文,醉玲珑
【醉玲珑】卿尘最后到底有没有找齐九块玲珑石啊？,醉玲珑
【醉玲珑】千古江山万古情，海到尽头天作岸——风雨萧瑟，醉里红尘,醉玲珑
【醉玲珑】卿尘之女元语后面哪去了？,醉玲珑
〖醉玲珑〗问问鸾飞的孩子是太子的还是九九的啊,醉玲珑
【醉玲珑】为什么很多人对醉玲珑的评分不高？,醉玲珑
【醉玲珑】慢聊细说,醉玲珑
【醉玲珑】醉玲珑广播剧第二期旋风来袭,醉玲珑
【醉玲珑】十一,醉玲珑
【醉玲珑】【外交贴】醉玲珑手游吧,醉玲珑
【醉玲珑】太爱这部小说，拍了电视剧好心痛,醉玲珑
【醉玲珑】小吧，原谅我挖坟喷人,醉玲珑
【醉玲珑】〓〓新人报到帖〓〓,醉玲珑
【醉玲珑】好一篇气势磅礴的文！喜欢此文的请进。。。,醉玲珑
〖醉玲珑〗【代发】有没有和醉玲珑一样好看的小说,醉玲珑
【诗迷天下】『170829新图』醉玲珑网播,醉玲珑
【醉玲珑】没想到重看一遍醉玲珑我爱上了写韵这个女子,醉玲珑
【醉玲珑】殷采倩会不会和夜天璃在一起啊？,醉玲珑
【醉玲珑】看完书了，来说说我的感觉,醉玲珑
〖醉玲珑〗【代发】莲妃到底爱的是谁,醉玲珑
【醉玲珑】,醉玲珑
【醉玲珑】,醉玲珑
【醉玲珑】大家说说看夜天湛册封的皇后是谁？文中只写了封靳慧贵妃,醉玲珑
【醉玲珑】我心中的卿尘和湛,醉玲珑
【醉玲珑】新年送书签啦,醉玲珑
【醉玲珑】外交贴 【醉玲珑手游吧】,醉玲珑
【醉玲珑】【外交】南风语吧来做外交啦！,醉玲珑
【醉玲珑】醉玲珑若改成电视剧，会是穿越剧吗？,醉玲珑
【醉玲珑】话说电视剧第八集相当于小说第几章？？,醉玲珑
【醉玲珑】夜氏皇族情深不悔,醉玲珑
【醉玲珑】谈谈你喜欢醉什么？,醉玲珑
【醉玲珑】我就想问问，旧版和新版有啥区别,醉玲珑
【醉玲珑】有一处疑问，求大神帮忙。,醉玲珑
是哒，哈哈哈好可爱的，喜欢,醉玲珑
太zun（四声）了,醉玲珑
曾经是走马快意少年游，曾经是玉雪堂前花解语。,醉玲珑
曾经是，母尊子贵，万千宠爱人羡艳。曾经是，郎情妾意，且把风流醉今宵。,醉玲珑
却一朝，雨落风摧百花残，劳燕分飞尽苍茫。,醉玲珑
红衣曼舞是谁？轻言巧笑是谁？晏与台上红花飘落，烈火影中断肠的酒，摧心的毒，面具之下功名利禄熏透的心，好似被一双清透的眼睛看着，是怜悯，是不屑，是同情，是憎恨……究竟是什么？,醉玲珑
似看前尘，似看今生，似看往世，四处皆空。,醉玲珑
其心茶苦，其心皆苦，情到绝处是无情。,醉玲珑
此身非此身，此心非此心，这一身，早已是空空皮囊，大千世界诸般物相，无常生妄，真我何从？,醉玲珑
唉，这话看着真的心酸。,醉玲珑
.........,醉玲珑
【醉玲珑】醉玲珑第五十集剧情也太牵强了吧！,醉玲珑
醉玲珑第五十集剧情也太牵强了吧！桃殀可以等回到离境天之后再渡灵力给卿尘为她疗伤 如果桃殀没有元气大伤应该对付得了元冥那伙人 导演分明就是故意让桃殀早早领盒饭！不是说昔邪灵力恢复了吗？昔邪使出一招就成了强行解开禁制？！因而元气大伤 差点被莲妃乘虚而入 我就纳闷了莫不平怎么就突然变得这么厉害？！随手一挥就让莲妃没有还击之力 竟然如此怎么不直接了结莲妃的性命？！这逻辑我也是无语了！剧情这么牵强敷衍 ！,醉玲珑
感觉巫族好弱！而且巫族也没多少弟子 巫族这么弱谈什么守护天下呀！皇帝皇子们随便向巫族动动兵就招架不住了！巫族的普通弟子居然敌不过普通士兵 拍剧时长点心呀！好假,醉玲珑
个人觉得如果不套醉玲珑这本小说，从片花来看还可以，但是它确实是从十四夜大大小说改编过来的，这就有点耐人寻味的，说是亲妈把关，但是亲妈把关下作品就是这样，虽然只是片花，但以点看面，到底是编剧脑子有屎呢，无视作者的面子，胡编乱造，还是亲妈屈服于影视剧市场的套路，无能为力，我相信任何一个作者对待自己的作品就像对待自己的孩子，不可能任由别人瞎编乱造，而且看十四夜的,醉玲珑
，只更新到3月二十几号，前期还能看到跟剧版醉玲珑微博的宣传档期同步，到后面完全没有了，只有剧版自己在唱独角戏，有点不懂这是不是作者大大无声的抗议，不管这里面水多深，反正剧组无视一切书粉的建议和抗议，拍摄到杀青，并且不断更博秀剧组照，挺嗨的，然后就爆出来那样子的片花，让书粉失望透顶，还顶了醉玲珑的名字，如果剧版醉玲珑真的这么有恃无恐，我只能想到,醉玲珑
的粉丝力量，不管小说被胡编乱造成啥样，只要有这两家粉丝在，收视率绝对不会低，是不是考虑到这层他们才会这么地拖大，把书粉心目中的美好改成这?样，难怪现在原创电视剧少了，一群没有底线编剧胡编乱改小说能有什么水平！中国的编剧就是一群脑子有屎的，有几个好的,醉玲珑
亲妈把关只是剧组一个幌子而已 亲妈能把的关少之又少,醉玲珑
对唐丽君的这个剧组早就失望了 凰权电视剧都是把,醉玲珑
的名字放在第一位,醉玲珑
不看不看，被改得惨不忍睹，伤了我这个原著粉的心了,醉玲珑
我就不懂了，卿尘怎么变巫女了,醉玲珑
同意楼主的观点，喜欢的是《醉玲珑》大气磅礴的文风和情节，剧版改的的确更有噱头了，但是原本的韵味也就没有了。不要冠上这部小说的名字好不好，求剧组放过。,醉玲珑
这本小说我看了三遍 刚刚看了预告 恩 恩？这是啥？巫女？元凌？凌王府藏有重兵？啊咧？难道我看了个假小说？？？,醉玲珑
……我觉得是广电的锅，因为广电不让穿越，女主神奇的技能只好用啥巫族神族解释了,醉玲珑
"算了,早就知道拍剧了,一直没敢去剧吧看,刚去了下,受打击了~~",醉玲珑
被武林外史和垃圾志伤透的心再也经不起折腾了,醉玲珑
楼主说出了我想说的话！鉴于十四大大创造这部小说，我曾经钟爱的小说没有之一。我尊敬她，不想把锅推到她身上。,醉玲珑
我也不知道究竟谁改编的，十四做了多少改编。,醉玲珑
我只想说无论是谁变成这样，把我们原著小说的铁粉的心伤透了。。,醉玲珑
你说要符合市场，你可以不是穿越的，其他能不多还原点吗？可知道，我生生活成了楚乔粉，我看过小说，人家也是穿越，除了这个梗改变了，其他很多都保留了，至少让我们看过小说知道这个故事的样子。,醉玲珑
而这部，你干嘛一定要挂醉玲珑的名字呢？有意思吗？你那么会写自己写啊？你那么有钱，反正能请来粉丝吓人的明星演，反正能赚钱！！！！反正无论怎么差，有男女主演就有人看，谁让人家火呢？,醉玲珑
然后我们因为改编自己最喜欢的一个故事，而伤心，心痛，他们毁了我们曾经在书中找到那个美好向往。,醉玲珑
楼主头像好评，我哥嫂,醉玲珑
这么跟你说吧，影视界有一句话叫“欢瑞出品”，懂了吧？从知道是哪家公司买的版权之后，我就对剧一点都不期待了，而我现在担心的是，原著小说不是抄袭，但是剧的剧情和特效场景有可能涉嫌抄袭了，毕竟它之前的《花千骨》的很多特效场景直接照抄好莱坞大片，还被愤怒的网友放到外网上去讨伐,醉玲珑
好像凌王的名字从“天凌”变成“元凌”了。。。,醉玲珑
而且吧，这里是原著吧。那些讨论电视剧的剧迷能去剧吧么，真是醉了。有些人真的很让人反感，圈地自萌她们不懂么,醉玲珑
书粉表示不会去看剧,醉玲珑
哎 两个字 失望,醉玲珑
好乱，都不知道要表达什么！？她不是穿越第二时空救大家 帮助凌王登基吗？！她穿越之前自己都说“如果我再回去 一定不会让你爱上我”，她不是要远离凌王 默默帮助她到登基吗？！她不是说为了苍生 不可以再和凌王结合吗？怎么刚穿越回去就又和凌王暧昧了？完全没有远离凌王的意思！,醉玲珑
然后在第一时空卿辰明明知道 湛王是和暗巫勾结的，是幕后大boss，怎么穿越回去以后 找时机刺杀了他不就行了，卿辰为何一直“勾引”他？！卿辰什么目的，完全看不懂！湛王也是，明明自己有侧妃了，还一直追卿辰，剧是古代的 但是传达的观念不应该是一心一意吗？！这样有点渣啊,醉玲珑
还有九转玲珑石，是要收集吗？看到十五集了 也没看卿辰去收集啊,醉玲珑
这部剧看得我很蒙，不知道主题是什么，卿辰第二时空目的到底是“复兴巫族”救师傅？还是“灭暗巫”，还是“帮助凌王登基”？他们一堆人到底要干嘛？,醉玲珑
穿越回去第一件事 他们灭了殷家，为何要灭殷家？,醉玲珑
还有 第二时空是第一时空的一年前吗？除了巫族被冤以外，其他都和第一时空的一年前一样吗？还是说 完全变了，变成另一个世界了？,醉玲珑
没有人，，，，，，,醉玲珑
湛王有侧妃，又不是正妃，当然可以追求卿尘，而且侧妃全是殷贵妃派来的奸细吧，总在监视湛王行踪，所以不得湛王信任。后面有讲。九转玲珑石后面会有收集，基本上播到五十集，还差两块。,醉玲珑
我心爱的韩雪女神，桃殀长老今晚要命丧观星崖了，可恶的莲妃（定水），居然这么残害自己的同门。,醉玲珑
感觉bug好大，为什么定水放出那些黑蝴蝶去探听昔邪长老和莫不平他们谈话时昔邪没有发现，唉，感觉桃殀死的好可惜,醉玲珑
真的，看预告想起那句：“卿尘，我将巫族交给你了！”然后施法把凤卿尘和冥魇变走，自己和那些敌人对抗，好心酸啊，不知道为什么编剧这么可恶，原著里不是这样的,醉玲珑
心爱的桃殀长老啊,醉玲珑
这对苦命鸳鸯在第二时空可能到桃殀死了才相见,醉玲珑
刚重逢就生离死别，能不能有个好结局，哭死我了,醉玲珑
